id,numero,rep,TypeVoie,NomVoieReste,code_postal,nom_commune,x,y,IdentifiantImmeuble,NumeroVoieImmeuble,ComplementNumeroVoieImmeuble,TypeVoieImmeuble,NomVoieImmeuble,CodePostalImmeuble,CommuneImmeuble,CoordonneeImmeubleX,CoordonneeImmeubleY,Label
12012_j7y8bu_00008,8,,Lotissement,Beau Soleil,12700,Asprières,631735.05,6383423.51,IMB/12012/X/007K,8,,Lotissement,Beau Soleil,12700,Asprières,631735.0618,6383423.48,1
12012_j7y8bu_00005,5,,Lotissement,Beau Soleil,12700,Asprières,631748.53,6383370.04,IMB/12012/X/007A,5,,Lotissement,Beau Soleil,12700,Asprières,631748.5787,6383369.859,1
12012_j7y8bu_00004,4,,Lotissement,Beau Soleil,12700,Asprières,631767.86,6383365.05,IMB/12012/X/007B,4,,Lotissement,Beau Soleil,12700,Asprières,631767.8587,6383364.952,1
12012_j7y8bu_00009,9,,Lotissement,Beau Soleil,12700,Asprières,631772.71,6383401.99,IMB/12012/X/006T,9,,Lotissement,Beau Soleil,12700,Asprières,631772.7564,6383402.185,1
12012_j7y8bu_00010,10,,Lotissement,Beau Soleil,12700,Asprières,631795.4,6383413.52,IMB/12012/X/006S,10,,Lotissement,Beau Soleil,12700,Asprières,631795.4399,6383413.583,1
12012_j7y8bu_00003,3,,Lotissement,Beau Soleil,12700,Asprières,631797.17,6383363.95,IMB/12012/X/007C,3,,Lotissement,Beau Soleil,12700,Asprières,631797.203,6383364.107,1
12012_j7y8bu_00002,2,,Lotissement,Beau Soleil,12700,Asprières,631815.21,6383379.98,IMB/12012/X/007E,2,,Lotissement,Beau Soleil,12700,Asprières,631815.2772,6383379.82,1
12012_j7y8bu_00001,1,,Lotissement,Beau Soleil,12700,Asprières,631845.16,6383386.98,IMB/12012/X/007D,1,,Lotissement,Beau Soleil,12700,Asprières,631845.1063,6383386.752,1
12065_0062_00034,12,ter,Chemin,d'Haze,98100,Château Louis XII,632621.11,6940779.56,IMB/12065/X/0086,12,ter,Chemin,d'Haze,98080,Château Charles X,632621.11,6940779.56,0
12054_2ual6z_00002,2,,lieu dit, Montloubet,12240,La Capelle-Bleys,632908.59,6355623.5,IMB/12168/X/00JM,21,,rue,du Faubourg Haut,12230,Nant,723993.1279,6324922.37,0
12121_0200_00473,473,,avenue,du Rouergue,12350,Lanuéjouls,633037.39,6369871.08,IMB/12076/X/00FW,1,,chemin,de Timon,12320,Conques-en-Rouergue,649180.7926,6381876.316,0
12030_0012_00002,2,,avenue,des Cambous,12300,Bouillac,633422.47,6386377.53,IMB/12030/X/0006,2,,avenue,des Cambous,12300,Bouillac,634062.9541,6385123.038,1
12030_0092_00001,1,,rue,du Port Haut,12300,Bouillac,633520.29,6386504.68,IMB/12225/X/00FR,2,,rue,des Reyllous,12100,St-Georges-de-Luzençon,699034.3418,6329817.857,0
12030_0012_00006,6,,avenue,des Cambous,12300,Bouillac,633589.42,6386344.54,IMB/12030/X/0004,6,,avenue,des Cambous,12300,Bouillac,635147.4622,6385907.572,1
12121_0200_01195,1195,,avenue,du Rouergue,12350,Lanuéjouls,633682.59,6370166.75,IMB/12121/X/000W,1195,,avenue,du Rouergue,12350,Lanuéjouls,632693.2565,6369469.965,1
12290_74dv6v_00565,565,,route,de la Montanie,12220,Vaureilles,633841.48,6373280.02,IMB/12290/X/006U,565,,route,de la Montanie,12220,Vaureilles,633832.5373,6373289.374,1
12191_912lv0_00720,720,,,Le Bournhou,12350,Privezac,634145.05,6367651.48,IMB/12191/X/001N,720,,,le Bournhou,12350,Privezac,634145.0524,6367651.375,1
12191_912lv0_01040,1040,,,Le Bournhou,12350,Privezac,634158.46,6367867.75,IMB/12191/X/0027,1040,,,le Bournhou,12350,Privezac,634163.9946,6367875.485,1
12191_912lv0_00710,710,,,Le Bournhou,12350,Privezac,634158.84,6367668,IMB/12191/X/001M,710,,,le Bournhou,12350,Privezac,634158.83,6367668.193,1
12191_912lv0_00700,700,,,Le Bournhou,12350,Privezac,634182.02,6367652.98,IMB/12191/X/001L,700,,,le Bournhou,12350,Privezac,634181.9779,6367652.804,1
12191_912lv0_00680,680,,,Le Bournhou,12350,Privezac,634229.47,6367552.5,IMB/12191/X/001K,680,,,le Bournhou,12350,Privezac,634229.5309,6367552.704,1
12003_80dbgx_01165,1165,,route,de la Cau,12220,Les Albres,634407.1,6384003.31,IMB/12003/X/0020,1165,,route,de la Cau,12220,Les Albres,634407.1901,6384016.278,1
12003_tmxlcd_00041,41,,rue,du Barry,12220,Les Albres,634442.31,6382553.8,IMB/12187/X/0037,4224,,route,de l'Aubrac,12470,Prades-d'Aubrac,695137.8918,6381609.209,0
12191_912lv0_00240,240,,,Le Bournhou,12350,Privezac,634537.68,6367353.53,IMB/12191/X/00GV,240,,,le Bournhou,12350,Privezac,634537.6962,6367353.674,1
12191_912lv0_00230,230,,,Le Bournhou,12350,Privezac,634548.85,6367370.52,IMB/12191/X/00GU,230,,,le Bournhou,12350,Privezac,634548.827,6367370.564,1
12003_7ydr9r_01234,1234,,route,de la Chapelette.,12220,Les Albres,634614.04,6383783.86,IMB/12003/X/001X,1234,,route,de la Chapelette,12220,Les Albres,634625.1412,6383777.212,1
12258_twqvdm_00001,1,,,Leruech,12440,La Salvetat-Peyralès,634957.04,6344961.98,IMB/12168/X/00JO,27,,rue,du Faubourg Haut,12230,Nant,723967.7028,6324925.802,0
12003_ndiesm_00718,718,,route,des Parras,12220,Les Albres,635263.65,6383812.34,IMB/12003/X/002G,718,,route,des Parras,12220,Les Albres,635251.7995,6383806.934,1
12130_0070_00260,260,,avenue,des Gabariers,12300,Livinhac-le-Haut,635672.31,6387493.34,IMB/12130/X/001L,260,,avenue,des Gabariers,12300,Livinhac-le-Haut,635667.4969,6387505.363,1
12290_ds0qd2_00082,82,,rue,de la Mairie,12220,Vaureilles,636038.92,6372995.42,IMB/12089/X/01PB,20,,rue,Prosper Alfaric,12300,Decazeville,640792.5978,6386024.516,0
12258_0025_00010,10,,rue,de la Douve,12440,La Salvetat-Peyralès,636234.78,6347153.71,IMB/12258/X/00BW,10,,rue,de la Douve,12440,La Salvetat-Peyralès,636225.0571,6347162.388,1
12258_0047_00001,1,,rue,de la Lande,12440,La Salvetat-Peyralès,636296.29,6346946.99,IMB/12258/X/00DK,1,,rue,de la Lande,12440,La Salvetat-Peyralès,636305.9798,6346955.566,1
12258_0007_00011,11,,rue,des Bruyères,12440,La Salvetat-Peyralès,636301.02,6347003.94,IMB/12277/X/00BM,1911,,chemin,des Pèlerins,12600,Taussac,667575.0853,6409374.498,0
12258_20lyiy_00001,1,,,Blauzac,12440,La Salvetat-Peyralès,636360.79,6343548.51,IMB/12305/X/00IC,62,,avenue,Jean Jaurès,12110,Viviez,637875.3685,6383859.06,0
12258_20lyiy_00001,1,,,Blauzac,12440,La Salvetat-Peyralès,636360.79,6343548.51,IMB/12168/X/00IT,23,,rue,du Faubourg Bas,12230,Nant,724361.1217,6324735.398,0
12258_bwzn0h_00012,12,,route,de Carmaux,12440,La Salvetat-Peyralès,636448.18,6347073.34,IMB/12102/X/00BV,16,,cite,de la Landette,12450,Flavin,668378.8511,6354123.886,0
12190_zpou8z_00281,281,,route,des Cretes,12350,Prévinquières,636551.88,6366167.94,IMB/12185/X/007J,41,,cite,Beausoleil,12290,Pont-de-Salars,677485.886,6354132.353,0
12258_20lyiy_00003,3,,,Blauzac,12440,La Salvetat-Peyralès,636972.64,6343071.5,IMB/12021/X/00GX,1,,bois,du Bruel,12240,Le Bas Ségala,632323.921,6351181.158,0
12258_20lyiy_00004,4,,,Blauzac,12440,La Salvetat-Peyralès,636977.03,6343118.46,IMB/12223/X/00VW,5,,chemin,d'Ordunes,12420,Argences en Aubrac,679880.1064,6412891.315,0
12258_20lyiy_00004,4,,,Blauzac,12440,La Salvetat-Peyralès,636977.03,6343118.46,IMB/12280/X/006Z,18,,village,de Laussac,12600,Thérondels,681830.1955,6417352.708,0
12258_20lyiy_00004,4,,,Blauzac,12440,La Salvetat-Peyralès,636977.03,6343118.46,IMB/12038/X/005I,0,,,Nouals,12480,Brousse-le-Château,672040.0255,6323671.533,0
12258_20lyiy_00002,2,,,Blauzac,12440,La Salvetat-Peyralès,637002.08,6343064.99,IMB/12199/X/00VA,2,,lotissement,les Landes,12390,Rignac,644249.4342,6367625.9,0
12028_a013_00012,12,,lotissement,Comby,12300,Boisse-Penchot,637050.56,6388478.9,IMB/12253/X/003P,29,,route,de Saint-Affrique,12410,Salles-Curan,689360.0705,6339217.839,0
12305_a030_00008,8,,lotissement,des Jardins du Chateau,12110,Viviez,637477.38,6384228.01,IMB/12305/X/00AP,8,,lotissement,des Jardins du Château,12110,Viviez,637472.2593,6384239.973,1
12305_a030_00004,4,,lotissement,des Jardins du Chateau,12110,Viviez,637513.21,6384236.87,IMB/12003/X/0014,85,,route,de Rodez,12220,Les Albres,634361.2938,6382314.654,0
12289_0250_00044,44,,chemin,de Plantevigne,12220,Valzergues,638085.22,6378772.64,IMB/12242/X/000Q,22,,,Farrou,12200,St-Rémy,623651.1861,6365638.655,0
12198_h5zqzj_00001,1,,hameau,la Guionie,12240,Rieupeyroux,638111.81,6351698.03,IMB/12028/X/003C,11,,cite,des Tannins,12300,Boisse-Penchot,637072.1075,6386438.79,0
12289_0090_00032,32,,chemin,de l’Ecole,12220,Valzergues,638180.98,6377937.75,IMB/12305/X/000C,13,,allee,de Sincay,12110,Viviez,638705.4435,6384810.064,0
12148_nmjlxe_00028,28,,cite,Beausoleil,12220,Montbazens,638360.08,6375398.24,IMB/12148/X/006W,28,,cite,Beausoleil,12220,Montbazens,638347.4286,6375395.157,1
12305_0362_00002,2,,rue,des Troènes,12110,Viviez,638447.43,6384904.71,IMB/12305/X/00GJ,2,,rue,des Troènes,12110,Viviez,638453.082,6384916.379,1
12148_0040_00004,4,,route,de Pachins,12220,Montbazens,638486.29,6375249.58,IMB/12282/X/006R,17,,rue,Française,12250,Tournemire,701450.6104,6318930.126,0
12148_0045_00004,4,,route,de Peyrusse,12220,Montbazens,638521.98,6375507.52,IMB/12252/X/006D,153,,impasse,du Champ,12260,Salles-Courbatiès,626235.9909,6375167.797,0
12206_vbo530_00173,173,,route,de la Draye,12220,Roussennac,638548.43,6371859.34,IMB/12208/X/01VJ,4,,rue,de la République,12400,St-Affrique,690914.5675,6317721.663,0
12013_0033_00009,9,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638597.51,6382646.94,IMB/12013/X/000W,9,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638593.7014,6382638.61,1
12278_k00e5v_00179,179,,chemin,Dels Aucels,12440,Tayrac,638608.15,6344766.75,IMB/12278/X/002P,179,,chemin,Dels Aucels,12440,Tayrac,638596.0549,6344771.331,1
12013_0033_00007,7,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638613.57,6382623.23,IMB/12013/X/000U,46,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638579.801,6382839.431,0
12148_0050_00006,6,,rue,de la Piscine,12220,Montbazens,638616.13,6375586.58,IMB/12111/X/002U,97,,impasse,de la Roque,12390,Goutrens,652327.1044,6371111.816,0
12289_0080_00167,167,,impasse,de Durou,12220,Valzergues,638665.27,6377693.49,IMB/12289/X/001Y,167,,impasse,de Durou,12220,Valzergues,638668.2365,6377706.138,1
12013_0033_00005,5,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638686.54,6382504.88,IMB/12013/X/000R,50,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638521.0684,6382843.01,0
12148_0100_00024,24,,avenue,du Ségala,12220,Montbazens,638709.01,6375616.45,IMB/12148/X/001T,24,,avenue,du Ségala,12220,Montbazens,638699.3535,6375625.057,1
12278_twnret_00103,103,,place,du Bourg,12440,Tayrac,638756.54,6345100.62,IMB/12278/X/002S,103,,place,du Bourg,12440,Tayrac,638749.9288,6345111.767,1
12013_0033_00020_bis,20,b,avenue,Antoine de Saint Exupéry,12110,Aubin,638759.78,6382365.41,IMB/12225/X/00I7,25,,rue,du Belvèze,12100,St-Georges-de-Luzençon,698490.6022,6329677.928,0
12013_0033_00008,8,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638779.03,6382197.04,IMB/12013/X/000V,48,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638555.9875,6382882.698,0
12013_0033_00006,6,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638782.97,6382184.89,IMB/12013/X/000S,44,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638522.2573,6382810.862,0
12013_0033_00004,4,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638796.96,6382145.43,IMB/12013/X/000Q,52,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638504.0015,6382867.6,0
12013_0033_00002,2,,Avenue,Antoine de Saint Exupéry,12110,Aubin,638812.98,6382125.05,IMB/12013/X/000P,58,,Avenue,Antoine de Saint-Exupéry,12110,Aubin,638459.1651,6382942.623,0
12305_o5vuez_00031,31,,rue,des Tuileries,12110,Viviez,638831.08,6384819.64,IMB/12057/X/000M,6,,rue,de la Côte Vieille,12120,Cassagnes-Bégonhès,662279.6334,6341272.497,0
12130_a200_00125,125,,lotissement,la Ramondie,12300,Livinhac-le-Haut,638891.04,6388509.12,IMB/12169/X/0041,58,,avenue,de Rodez,12800,Naucelle,647928.744,6344788.951,0
12198_0258_00004,4,,rue,Saint Martial,12240,Rieupeyroux,638949.03,6356739.39,IMB/12052/X/00TC,22,,rue,de la République,12700,Capdenac-Gare,626929.7117,6386764.536,0
12130_0020_00160,160,,rue,Camille Couderc,12300,Livinhac-le-Haut,638959.92,6387953.02,IMB/12027/X/000P,88,,impasse,d'Armagnac,12500,Bessuéjouls,678339.944,6380709.501,0
12130_0057_00187,187,,rue,des Esplagnes,12300,Livinhac-le-Haut,639042.07,6388751.92,IMB/12052/X/01N5,17,,rue,Vincent Auriol,12700,Capdenac-Gare,626914.7922,6385986.658,0
12130_0057_00183,183,,rue,des Esplagnes,12300,Livinhac-le-Haut,639048.16,6388708.65,IMB/12223/X/017D,1,,route,des Bessières,12420,Argences en Aubrac,682305.0057,6411250.376,0
12305_0105_00013,13,,rue,Chante Fauvette,12110,Viviez,639079.93,6384756.45,IMB/12305/X/00BU,13,,rue,Chante Fauvette,12110,Viviez,639081.7185,6384743.57,1
12198_0020_00011,11,,rue,du Balat,12240,Rieupeyroux,639088.46,6356761.7,IMB/12198/X/000D,11,,rue,du Balat,12240,Rieupeyroux,639081.1262,6356751.033,1
12198_0270_00010,10,,rue,du Tour de Ville,12240,Rieupeyroux,639114.77,6356602.8,IMB/12056/X/01KL,20,,rue,du Clos,12160,Baraqueville,653919.0367,6351684.656,0
12198_0250_00056,56,,avenue,du Rouergue,12240,Rieupeyroux,639233.81,6357207.25,IMB/12198/X/00GQ,56,,avenue,du Rouergue,12240,Rieupeyroux,639233.4437,6357220.167,1
12130_0015_00044,44,,impasse,des Bouvreuils,12300,Livinhac-le-Haut,639261.89,6388133.38,IMB/12076/X/0204,2,,route,de Noailhac à Saint-Cyprien,12320,Conques-en-Rouergue,652304.3892,6383679.424,0
12305_0105_00002,2,,rue,Chante Fauvette,12110,Viviez,639276.86,6384744.55,IMB/12305/X/00BP,2,,rue,Chante Fauvette,12110,Viviez,639285.4097,6384754.249,1
12013_0455_00018,18,,avenue,Edmond Ginestet,12110,Aubin,639294.68,6381489.06,IMB/12013/X/00AB,18,,avenue,Edmond Ginestet,12110,Aubin,639307.637,6381489.578,1
12198_iz7jtw_00012,12,,allee,des 4 Vents,12240,Rieupeyroux,639384.81,6357662.19,IMB/12049/X/0035,6,,route,de Villecomtal,12580,Campuac,664184.2965,6386056.306,0
12198_0250_00015,15,,avenue,du Rouergue,12240,Rieupeyroux,639396.13,6357090.04,IMB/12198/X/00H0,15,,avenue,du Rouergue,12240,Rieupeyroux,639383.3151,6357088.03,1
12198_0190_00008,8,,route,de Prèvinquières,12240,Rieupeyroux,639432.4,6357426.87,IMB/12013/X/0196,16,,rue,Alphonse Daudet,12110,Aubin,640432.977,6382788.76,0
12089_1002_00615,615,,route,de Saint-roch,12300,Decazeville,639462.11,6386705.54,IMB/12208/X/01EU,5,,place,de la Liberté,12400,St-Affrique,690877.2926,6317774.653,0
12013_0455_00010,10,,avenue,Edmond Ginestet,12110,Aubin,639497.09,6381275.59,IMB/12234/X/008C,1460,,route,de Canitrot,12120,Ste-Juliette-sur-Viaur,657553.0351,6346752.213,0
12013_0767_00022,22,,avenue,du Lycée,12110,Aubin,639507.77,6381584.09,IMB/12065/X/004O,61,,rue,du Cap Del Loc,12120,Centrès,652569.9934,6340843.018,0
12198_0262_00010,10,,route,de Séverou,12240,Rieupeyroux,639703.52,6357100.31,IMB/12300/X/01IO,46,,chemin,de la Combe de la Najague,12200,Villefranche-de-Rouergue,621934.6463,6361602.604,0
12198_0262_00010,10,,route,de Séverou,12240,Rieupeyroux,639703.52,6357100.31,IMB/12168/X/00JL,23,,rue,du Faubourg Haut,12230,Nant,723986.9706,6324919.585,0
12198_0262_00010,10,,route,de Séverou,12240,Rieupeyroux,639703.52,6357100.31,IMB/12076/X/00FX,1,,chemin,de Timon,12320,Conques-en-Rouergue,649211.3348,6381864.661,0
12013_0950_00012,12,,avenue,Paul Vaillant Couturier,12110,Aubin,639824.57,6381226.12,IMB/12013/X/00D6,12,,avenue,Paul Vaillant-Couturier,12110,Aubin,639819.6251,6381238.085,1
12198_0042_00042,42,,rue,de la Croix Rouge,12240,Rieupeyroux,639834.88,6356688.98,IMB/12198/X/01IT,42,,rue,de la Croix Rouge,12240,Rieupeyroux,639846.6971,6356683.482,1
12013_0840_00001,1,,place,Monteil,12110,Aubin,639903.78,6381323.34,IMB/12111/X/0070,188,,impasse,de l'Aureillet,12390,Goutrens,646911.6367,6371240.511,0
12189_5bttrn_00432,432,,route,du Liort,12240,Pradinas,639921.75,6349335.48,IMB/12221/X/003D,128,,rue,du Renouveau,12320,St-Félix-de-Lunel,663370.0637,6384875.517,0
12013_0892_00022,22,,Allée,du Musée,12110,Aubin,640076.5,6381135.95,IMB/12013/X/004C,2,,Allée,du Musée,12110,Aubin,640007.6533,6381157.325,0
12013_0892_00024,24,,Allée,du Musée,12110,Aubin,640097.9,6381138.19,IMB/12013/X/004D,4,,Allée,du Musée,12110,Aubin,640016.9525,6381157.127,0
12013_0892_00026,26,,Allée,du Musée,12110,Aubin,640126.47,6381134.25,IMB/12013/X/004E,6,,Allée,du Musée,12110,Aubin,640024.6334,6381154.545,0
12013_0892_00028,28,,Allée,du Musée,12110,Aubin,640141.71,6381132.22,IMB/12013/X/004F,8,,Allée,du Musée,12110,Aubin,640027.9606,6381149.842,0
12013_0892_00030,30,,Allée,du Musée,12110,Aubin,640148.77,6381131.04,IMB/12013/X/004G,10,,Allée,du Musée,12110,Aubin,640035.5322,6381146.152,0
12013_0892_00032,32,,Allée,du Musée,12110,Aubin,640155.67,6381129.97,IMB/12013/X/004H,12,,Allée,du Musée,12110,Aubin,640043.4743,6381148.513,0
12013_0892_00034,34,,Allée,du Musée,12110,Aubin,640167.51,6381129.42,IMB/12013/X/004I,14,,Allée,du Musée,12110,Aubin,640050.0342,6381140.925,0
12013_0892_00036,36,,Allée,du Musée,12110,Aubin,640179.11,6381129.53,IMB/12013/X/004J,18,,Allée,du Musée,12110,Aubin,640062.8207,6381138.43,0
12013_0892_00036_bis,36,b,allee,du Musée,12110,Aubin,640185.48,6381130.24,IMB/12013/X/004T,36,b,allee,du Musée,12110,Aubin,640190.7477,6381118.425,1
12013_0892_00038,38,,Allée,du Musée,12110,Aubin,640194.81,6381134.04,IMB/12013/X/004K,20,,Allée,du Musée,12110,Aubin,640070.3202,6381136.859,0
12089_1100_00002,2,,avenue,Victor Hugo,12300,Decazeville,640257.31,6385166.37,IMB/12089/X/01GC,39,b,rue,Émile Nègre,12300,Decazeville,641055.7388,6384940.532,0
12206_npnp0r_00026,26,,impasse,des Pouchios,12220,Roussennac,640263.57,6373213.12,IMB/12206/X/00PC,26,,impasse,des Pouchios,12220,Roussennac,640263.1698,6373200.181,1
12089_0297_00250,250,,chemin,de Conquet,12300,Decazeville,640264.68,6386665.29,IMB/12254/X/0073,540,,rue,de Puechoules,12330,Salles-la-Source,667017.5861,6373181.642,0
12013_0656_00031,31,,rue,Jean Mermoz,12110,Aubin,640294.28,6383460.94,IMB/12013/X/01I3,31,,rue,Jean Mermoz,12110,Aubin,640303.1795,6383451.593,1
12013_0656_00020,20,,rue,Jean Mermoz,12110,Aubin,640305.54,6383558.15,IMB/12013/X/01HW,20,,rue,Jean Mermoz,12110,Aubin,640306.2299,6383571.091,1
12089_0110_01280,1280,,route,de Bonissard,12300,Decazeville,640325.8,6384895,IMB/12270/X/002S,30,,avenue,de Paris,12150,Sévérac d'Aveyron,705200.4517,6358824.106,0
12206_7y770w_00280,280,,route,de Montbazens,12220,Roussennac,640367.2,6373249.8,IMB/12106/X/003G,181,,rue,du Riou,12340,Gabriac,683502.7359,6372424.483,0
12013_0007_00014,14,,rue,Alphonse Daudet,12110,Aubin,640395.54,6382797.01,IMB/12013/X/0195,14,,rue,Alphonse Daudet,12110,Aubin,640391.9718,6382784.569,1
12089_0600_00019,19,,avenue,de Laromiguiere,12300,Decazeville,640397.49,6385577.05,IMB/12100/X/00CH,13,,rue,de Cantagrel,12300,Firmi,644469.0325,6382951.063,0
12089_0880_00009,9,,rue,de la 4e Republique,12300,Decazeville,640448.58,6384768.3,IMB/12068/X/0013,150,,rue,du Pré Grand,12240,Colombiès,647275.2224,6360733.2,0
12101_0185_00157,157,,route,de la Prade,12300,Flagnac,640459.96,6390070.2,IMB/12101/X/00AE,157,,route,de la Prade,12300,Flagnac,640447.4863,6390066.725,1
12089_0430_00048,48,,avenue,de Fareyres,12300,Decazeville,640589.5,6385483.58,IMB/12198/X/00JV,3,,chemin,de la Bade,12240,Rieupeyroux,639202.0354,6356436.561,0
12089_0430_00050,50,,avenue,de Fareyres,12300,Decazeville,640591.1,6385484.79,IMB/12100/X/00NB,73,,avenue,du 10 Août,12300,Firmi,646770.5786,6381012.547,0
12089_0870_00024_bis,24,bis,Rue,du 4 Septembre,12300,Decazeville,640594.4,6385221.04,IMB/12089/X/01D1,24,B,Rue,du 4 Septembre,12300,Decazeville,640594.4022,6385220.843,1
12089_0870_00018_bis,18,bis,Rue,du 4 Septembre,12300,Decazeville,640650.68,6385168.52,IMB/12089/X/01D4,18,B,Rue,du 4 Septembre,12300,Decazeville,640640.734,6385199.045,1
12206_2nt1r6_00226,226,,route,de Lissart,12220,Roussennac,640651.8,6371908.55,IMB/12206/X/0036,226,,route,de Lissart,12220,Roussennac,640664.8234,6371908.256,1
12089_0870_00009_bis,9,bis,Rue,du 4 Septembre,12300,Decazeville,640666.79,6385082.5,IMB/12089/X/01DP,9,B,Rue,du 4 Septembre,12300,Decazeville,640666.7788,6385082.36,1
12089_0870_00007_bis,7,bis,Rue,du 4 Septembre,12300,Decazeville,640671.01,6385076.01,IMB/12089/X/01DQ,7,B,Rue,du 4 Septembre,12300,Decazeville,640667.5203,6385052.853,1
12089_0870_00009,9,,Rue,du 4 Septembre,12300,Decazeville,640688.31,6385116.4,IMB/12089/X/01DB,9,,Rue,du 4 Septembre,12300,Decazeville,640682.2925,6385109.614,1
12089_0870_00005,5,,Rue,du 4 Septembre,12300,Decazeville,640699.79,6385070.63,IMB/12089/X/01D9,5,,Rue,du 4 Septembre,12300,Decazeville,640705.9543,6385083.99,1
12089_0870_00007,7,,Rue,du 4 Septembre,12300,Decazeville,640704.1,6385098.36,IMB/12089/X/01DA,7,,Rue,du 4 Septembre,12300,Decazeville,640695.9932,6385096.991,1
12089_0870_00001,1,,Rue,du 4 Septembre,12300,Decazeville,640708.38,6385013.56,IMB/12089/X/00QQ,1,,Place,du 4 Septembre,12300,Decazeville,640702.2206,6385030.713,1
12089_0870_00010,10,,Rue,du 4 Septembre,12300,Decazeville,640711.72,6385097.4,IMB/12089/X/01DR,10,,Rue,du 4 Septembre,12300,Decazeville,640716.3595,6385104.872,1
12089_0870_00003,3,,Rue,du 4 Septembre,12300,Decazeville,640717.6,6385081.13,IMB/12089/X/01D8,3,,Rue,du 4 Septembre,12300,Decazeville,640714.8266,6385078.151,1
12089_0870_00008,8,,Rue,du 4 Septembre,12300,Decazeville,640719.09,6385087.67,IMB/12089/X/01DH,8,,Rue,du 4 Septembre,12300,Decazeville,640724.0041,6385097.965,1
12089_0870_00006,6,,Rue,du 4 Septembre,12300,Decazeville,640726.01,6385080.38,IMB/12089/X/01DG,6,,Rue,du 4 Septembre,12300,Decazeville,640731.2378,6385087.344,1
12089_0870_00004,4,,Rue,du 4 Septembre,12300,Decazeville,640733.01,6385072.65,IMB/12089/X/00QR,4,,Place,du 4 Septembre,12300,Decazeville,640719.1573,6385052.54,1
12089_0017_00190,190,,route,de l'Albrespic,12300,Decazeville,640773.43,6385232.23,IMB/12301/X/018Y,20,,faubourg,du Grès,12260,Villeneuve,623231.8485,6371197.366,0
12206_v3zx0v_00050,50,,chemin,de la Chapelle,12220,Roussennac,640778.59,6372804.87,IMB/12206/X/007D,50,,chemin,de la Chapelle,12220,Roussennac,640773.814,6372792.78,1
12089_0640_00023,23,,avenue,Léon Jouhaux,12300,Decazeville,640785.73,6385827.87,IMB/12134/X/002C,37,,chemin,de la Traverse,12220,Lugan,641301.3905,6374341.418,0
12206_5ps98z_00055,55,,rue,du Pigeonnier,12220,Roussennac,640823.53,6373081.84,IMB/12206/X/0012,12,,route,de la Croix de Gineste,12220,Roussennac,638345.0042,6371971.162,0
12134_ytyf24_00357,357,,route,du Mas de Labro,12220,Lugan,640940.18,6376473.24,IMB/12134/X/003K,357,,route,du Mas de Labro,12220,Lugan,640932.2286,6376462.926,1
12246_0030_00030,30,,route,de Decazeville,12300,Saint-Santin,640978.5,6394778.46,IMB/12089/X/002V,42,,avenue,de Laromiguière,12300,Decazeville,640363.2103,6385465.326,0
12089_0390_00041,41,,rue,Emile Nègre,12300,Decazeville,641035.43,6384886.06,IMB/12089/X/01HN,41,,rue,Émile Nègre,12300,Decazeville,641044.2825,6384895.582,1
12008_0040_00008,8,,route,de la Bonaurie,12390,Anglars-Saint-Félix,641094.2,6369783.75,IMB/12008/X/0032,8,,route,de la Bonaurie,12390,Anglars-St-Félix,641098.8373,6369795.891,1
12008_0060_00002,2,,Chemin,de la Carrière,12390,Anglars-Saint-Félix,641345.3,6369750.51,IMB/12008/X/0002,2,,Chemin,de la Carrière,12390,Anglars-St-Félix,641353.2644,6369745.624,1
12008_0045_00001,1,,Chemin,des Bosquets,12390,Anglars-Saint-Félix,641467.02,6369919.68,IMB/12008/X/000H,1,,Chemin,des Bosquets,12390,Anglars-St-Félix,641455.5307,6369919.124,1
12008_qv78kc_00002,2,,route,du Moulin,12390,Anglars-Saint-Félix,641599.42,6368592.22,IMB/12021/X/009P,2,,bois,du Bruel,12240,Le Bas Ségala,632335.5736,6351273.418,0
12013_0770_00020,20,,rue,Martial Pleinecassagne,12110,Aubin,641717.19,6381424.43,IMB/12001/X/0043,18,,chemin,de la Loubière,12630,Agen-d'Aveyron,673660.2192,6362264.787,0
12013_0565_00012,12,,avenue,François Cogné,12110,Aubin,641737.22,6381100.2,IMB/12013/X/00AO,12,,avenue,François Cogne,12110,Aubin,641744.8545,6381110.722,1
12134_6ykkbc_00968,968,,route,de Marsol la Favarie,12220,Lugan,642171.87,6376090.73,IMB/12134/X/0039,968,,route,de Marsol la Favarie,12220,Lugan,642174.4881,6376078.061,1
12013_b162_00005,5,,lieu dit, Tramons Bas,12110,Aubin,642950.72,6384133.17,IMB/12013/X/0245,5,,lieu dit,Tramons Bas,12110,Aubin,642962.2257,6384139.117,1
